id,state,apmc,commodity,min_price,modal_price,max_price,commodity_arrivals,commodity_traded,created_at,status,Commodity_Uom
28203301,CHANDIGARH,CHANDIGARH SECTOR-26,POTATO,1500,1800,2500,3702,5505,2024-11-27,1,Qui
28206133,HARYANA,PANIPAT,PADDY-BASMATI1121,3000,3845,4325,3200,5290,2024-11-27,1,Qui
28208704,MADHYA PRADESH,CHHINDWARA,MAIZE YELLOW,2180,2291,2395,5257,5257,2024-11-27,1,Qui
28218710,UTTARAKHAND,HALDWANI,PADDY,2100,2200,2300,6765,5169,2024-11-27,1,Qui
28211980,RAJASTHAN,BHAWANI MANDI,SOYABEANS,3800,4200,4315,2201,5143,2024-11-27,1,Qui
28209445,MAHARASHTRA,MALEGOAN,MAIZE YELLOW,1901,2071,2276,5268,4959,2024-11-27,1,Qui
28216864,TELANGANA,SHADNAGAR,PADDY-SONA,2000,2429,2822,10968,4876,2024-11-27,1,Qui
28218009,UTTAR PRADESH,MAINPURI,PADDY-BASMATI1509,2380,2410,2430,870,4791,2024-11-27,1,Qui
28209409,MAHARASHTRA,KHAMGAON,SOYABEANS,4000,4125,4520,4378,4655,2024-11-27,1,Qui
28207053,HARYANA,SIRSA,AMERICAN-COTTON,6543,7450,7643,4424,4424,2024-11-27,1,Qui
28202854,ANDHRA PRADESH,ADONI,COTTON,4000,6989,7317,5364,4398,2024-11-27,1,Qui
28208537,JAMMU AND KASHMIR,SOPORE,APPLE,6200,6250,6300,4384,4384,2024-11-27,1,Qui
28211961,RAJASTHAN,BHARATPUR,BAJRA,2235,2425,2840,991,4311,2024-11-27,1,Qui
28212925,RAJASTHAN,GHARSANA,MOONG WHOLE (GREEN GRAM),4955,7215,7490,1254,4276,2024-11-27,1,Qui
28215803,TAMIL NADU,CHETPET,PADDY(75 KG),1600,2515,2659,4050,4167,2024-11-27,1,Qui
28208484,JAMMU AND KASHMIR,PARIMPORA SGR,APPLE,6600,6600,6600,3962,3962,2024-11-27,1,Qui
28208939,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-RAISEN,PADDY,2300,2600,3170,3853,3853,2024-11-27,1,Qui
28203757,GUJARAT,MAHUVA,ONION RED,2254,2368,2400,3744,3744,2024-11-27,1,Qui
28216707,TELANGANA,KESAMUDRAM,PADDY RNR,2338,2545,2969,4550,3723,2024-11-27,1,Qui
28213047,RAJASTHAN,HINDOUN,BAJRA,2300,2360,2601,2581,3665,2024-11-27,1,Qui
28218900,UTTARAKHAND,KASHIPUR,PADDY COMMON JAYA,1800,2000,2300,3665,3665,2024-11-27,1,Qui
28215738,TAMIL NADU,AMMOOR,PADDY(75 KG),1520,2132,2639,3452,3613,2024-11-27,1,Qui
28205594,HARYANA,KARNAL,PADDY-BASMATI1509,2300,2351,2515,355,3600,2024-11-27,1,Qui
28208836,MADHYA PRADESH,KHANDWA,MAIZE YELLOW,1911,2271,2277,1370,3553,2024-11-27,1,Qui
28212666,RAJASTHAN,DEGANA,GUAR SEEDS,4700,4800,4850,864,3529,2024-11-27,1,Qui
28211161,PUNJAB,FAZILKA,PADDY-BASMATI1121,2861,3335,3731,4017,3508,2024-11-27,1,Qui
28204867,HARYANA,FATEHABAD,PADDY-BASMATI1509,2525,2800,3121,637,3505,2024-11-27,1,Qui
28208531,JAMMU AND KASHMIR,SHOPIAN,APPLE,6200,6600,6600,3488,3488,2024-11-27,1,Qui
28214274,RAJASTHAN,NAGOUR,MOONG WHOLE (GREEN GRAM),6050,7300,7900,4193,3461,2024-11-27,1,Qui
28216672,TELANGANA,JAGTIAL,PADDY-JAI SRIRAM,2185,2831,2933,2317,3441,2024-11-27,1,Qui
28203114,ANDHRA PRADESH,KURNOOL,ONION,495,3691,4329,2341,3413,2024-11-27,1,Qui
28210608,ODISHA,KENDRAPARA,COCONUT,12,12,12,3350,3350,2024-11-27,1,Nos
28211203,PUNJAB,MUKTSAR,PADDY-BASMATI1121,3025,3200,4001,49517,3313,2024-11-27,1,Qui
28209028,MADHYA PRADESH,SEHORA,PADDY COMMON,1446,1970,2121,2395,3298,2024-11-27,1,Qui
28212319,RAJASTHAN,BIKANER GRAIN,GROUND NUT,3900,5001,5650,22679,3264,2024-11-27,1,Qui
28206538,HARYANA,RATIA,PADDY-BASMATI1121,2541,2691,3325,615,3254,2024-11-27,1,Qui
28214551,RAJASTHAN,PILIBANGA,PADDY-GRADE A,1751,3761,3880,3232,3232,2024-11-27,1,Qui
28213274,RAJASTHAN,JAIPUR F AND V MUHANA,POTATO,1400,1400,2900,3767,3229,2024-11-27,1,Qui
28208686,MADHYA PRADESH,BURHANPUR,MAIZE,1852,2210,2325,0,3211,2024-11-27,1,Qui
28209114,MADHYA PRADESH,VIDISHA,PADDY,2411,2600,2800,3200,3200,2024-11-27,1,Qui
28216697,TELANGANA,KESAMUDRAM,PADDY HMT,2401,2545,2919,3867,3124,2024-11-27,1,Qui
28209216,MAHARASHTRA,AMARAVATHI,SOYABEANS,4000,4150,4255,6718,3117,2024-11-27,1,Qui
28207556,HARYANA,TARAORI,PADDY-BASMATI ,1725,5650,5736,3361,3080,2024-11-27,1,Qui
28209379,MAHARASHTRA,KARANJA,SOYABEANS,3830,4160,4265,3106,3019,2024-11-27,1,Qui
28209418,MAHARASHTRA,KOLHAPUR,ONION RED,1000,2600,6000,4500,3003,2024-11-27,1,Qui
28213296,RAJASTHAN,JAIPUR F AND V MUHANA,TOMATO,3000,3000,3200,2981,2981,2024-11-27,1,Qui
28204899,HARYANA,GHARAUNDA,PADDY-BASMATI1121,2210,3600,5450,3015,2955,2024-11-27,1,Qui
28208842,MADHYA PRADESH,KHANDWA,SOYABEANS,3200,4100,4199,1528,2907,2024-11-27,1,Qui
28213268,RAJASTHAN,JAIPUR F AND V MUHANA,ONION,2500,2500,3500,3250,2894,2024-11-27,1,Qui
28214448,RAJASTHAN,NOKHA,MOTH ,4400,4550,4570,1613,2893,2024-11-27,1,Qui
28208855,MADHYA PRADESH,KHARGONE,MAIZE,2091,2200,2277,2842,2841,2024-11-27,1,Qui
28213740,RAJASTHAN,KHAIRTHAL,COTTON,6050,7370,7685,1282,2810,2024-11-27,1,Qui
28211585,RAJASTHAN,ANOOPGARH,COTTON,6200,7400,8070,2786,2786,2024-11-27,1,Qui
28216980,TELANGANA,TIRUMALGIRI,PADDY SAMBA MASURI,1609,2289,2850,2917,2735,2024-11-27,1,Qui
28208833,MADHYA PRADESH,KATNI,WHEAT,2222,2458,2788,2768,2715,2024-11-27,1,Qui
28204346,HARYANA,BHIWANI,COTTON,5880,7240,7870,671,2712,2024-11-27,1,Qui
28204028,HARYANA,ADAMPUR,AMERICAN-COTTON,4800,7300,7362,3887,2699,2024-11-27,1,Qui
28206420,HARYANA,PILLUKHERA,PADDY-DUPLICATE BASMATI,2700,3400,4211,305,2670,2024-11-27,1,Qui
28213816,RAJASTHAN,KHERLI,BAJRA,2450,2480,2510,1650,2605,2024-11-27,1,Qui
28203005,ANDHRA PRADESH,GUNTUR,CHILLI-TEJA,5800,14000,18171,3604,2603,2024-11-27,1,Qui
28212062,RAJASTHAN,BIJAY NAGAR,JOWAR,2236,2654,2888,461,2594,2024-11-27,1,Qui
28216909,TELANGANA,SURYAPETA,PADDY-IR.64,1401,2244,2364,2739,2559,2024-11-27,1,Qui
28207032,HARYANA,SIRSA,PADDY-BASMATI1509,2780,3050,3551,2552,2552,2024-11-27,1,Qui
28208772,MADHYA PRADESH,GUNA,WHEAT,2740,3190,3705,2007,2525,2024-11-27,1,Qui
28209281,MAHARASHTRA,CHANDUR BAZAR,MAIZE,1950,2030,2250,2567,2472,2024-11-27,1,Qui
28212274,RAJASTHAN,BIKANER F AND V,POTATO,1975,2000,2000,1097,2436,2024-11-27,1,Qui
28205769,HARYANA,MADLAUDA,PADDY-DUPLICATE BASMATI,3001,3300,4381,6085,2423,2024-11-27,1,Qui
28212989,RAJASTHAN,HANUMANGARH,PADDY,1850,3421,3481,2364,2414,2024-11-27,1,Qui
28217242,UTTAR PRADESH,BAHRAICH,PADDY COMMON,2300,2300,2300,2403,2403,2024-11-27,1,Qui
28216719,TELANGANA,KHAMMAM,COTTON-BAGS,5500,6900,7100,2344,2344,2024-11-27,1,Qui
28214188,RAJASTHAN,MERTA CITY,MOONG WHOLE (GREEN GRAM),5210,7012,8012,1975,2342,2024-11-27,1,Qui
28215102,RAJASTHAN,SRI GANGANAGAR GRAIN,MOONG WHOLE (GREEN GRAM),4250,6100,7170,795,2329,2024-11-27,1,Qui
28212914,RAJASTHAN,GHARSANA,AMERICAN-COTTON,6900,7700,7760,1097,2320,2024-11-27,1,Qui
28215156,RAJASTHAN,SRI VIJAYNAGAR,COTTON,7000,7335,7355,1793,2293,2024-11-27,1,Qui
28203297,CHANDIGARH,CHANDIGARH SECTOR-26,ONION,2600,3500,3500,1488,2271,2024-11-27,1,Qui
28209096,MADHYA PRADESH,TIMARNI,MAIZE,2077,2171,2231,2360,2232,2024-11-27,1,Qui
28214430,RAJASTHAN,NOKHA,GROUND NUT,4900,5100,5850,0,2228,2024-11-27,1,Qui
28212065,RAJASTHAN,BIJAY NAGAR,MAIZE,2333,2654,26584,387,2160,2024-11-27,1,Qui
28208618,MADHYA PRADESH,AGAR,SOYABEANS,4028,4220,4569,2130,2130,2024-11-27,1,Qui
28203012,ANDHRA PRADESH,GUNTUR,CHILLI-THAALU,3000,8000,13500,2609,2099,2024-11-27,1,Qui
28213061,RAJASTHAN,IKLERA,MAIZE,2147,2275,2395,1637,2092,2024-11-27,1,Qui
28203338,CHHATTISGARH,BILASPUR,PADDY-MAHAMAYA,2150,2180,2200,2080,2080,2024-11-27,1,Qui
28214307,RAJASTHAN,NIMBAHERA,MAIZE,2050,2200,2580,3992,2068,2024-11-27,1,Qui
28215079,RAJASTHAN,SRI DUNGARGARH,GUAR SEEDS,4325,4587,5154,0,2066,2024-11-27,1,Qui
28213886,RAJASTHAN,KOTA,GARLIC,15300,32300,34900,2157,2042,2024-11-27,1,Qui
28213098,RAJASTHAN,ITAWA,SOYABEANS,3838,4276,4376,2030,2030,2024-11-27,1,Qui
28212690,RAJASTHAN,DEI,URAD (BLACK GRAM),4001,6415,7400,846,2027,2024-11-27,1,Qui
28216756,TELANGANA,NAGARKURNOOL,PADDY-SONA,2320,2716,2816,20,2011,2024-11-27,1,Qui
28204037,HARYANA,ADAMPUR,GUAR SEEDS,4200,4871,4935,2160,2008,2024-11-27,1,Qui
28209957,ODISHA,BHADRAK,CABBAGE,700,700,700,2000,2000,2024-11-27,1,Qui
28213415,RAJASTHAN,JHALRAPATAN,SOYABEANS,4000,4290,4346,2095,1927,2024-11-27,1,Qui
28203121,ANDHRA PRADESH,MADANAPALLE,TOMATO,3000,3200,5400,2542,1920,2024-11-27,1,Qui
28215413,RAJASTHAN,SUMERPUR,GUAR SEEDS,4300,4781,4825,1178,1900,2024-11-27,1,Qui
28215702,RAJASTHAN,UDAIPUR F AND V,TOMATO,1500,2000,3200,548,1896,2024-11-27,1,Qui
28205498,HARYANA,KAITHAL,PADDY-BASMATI1121,2500,4040,5600,7894,1892,2024-11-27,1,Qui
28209373,MAHARASHTRA,JUNNAR,ONION,1000,5000,5510,0,1885,2024-11-27,1,Qui
28217940,UTTAR PRADESH,LAKHIMPUR,PADDY,2204,2205,2310,6417,1860,2024-11-27,1,Qui
28213127,RAJASTHAN,JAIPUR F AND V MUHANA,COCONUT DEHUSKED IN QUINTAL,3500,3500,4500,1849,1849,2024-11-27,1,Qui
28213983,RAJASTHAN,LOONKARANSAR,GROUND NUT,3650,4200,5600,1814,1814,2024-11-27,1,Qui
28215674,RAJASTHAN,UDAIPUR F AND V,POTATO,1500,1500,3500,334,1808,2024-11-27,1,Qui
28214558,RAJASTHAN,PILIBANGA,COTTON,6800,7400,8400,1807,1790,2024-11-27,1,Qui
28213821,RAJASTHAN,KHERLI,MUSTARD,6022,6212,6300,865,1781,2024-11-27,1,Qui
28205371,HARYANA,ISMAILABAD,PADDY-BASMATI ,4600,5621,5700,1944,1767,2024-11-27,1,Qui
28203735,GUJARAT,KALAVAD,GROUND NUT,6075,6155,6155,0,1723,2024-11-27,1,Qui
28209592,MAHARASHTRA,SHAHADA,MAIZE,1677,2171,2266,1719,1719,2024-11-27,1,Qui
28209155,MAHARASHTRA,ACHALPUR,SOYA-LOCAL,2000,4400,4400,107,1708,2024-11-27,1,Qui
28217030,TELANGANA,WANAPARTHY TOWN,GROUND NUT NEW,5601,7210,7559,1526,1704,2024-11-27,1,Qui
28208921,MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,MAIZE,2150,2320,2335,1115,1678,2024-11-27,1,Qui
28209119,MADHYA PRADESH,VIDISHA,WHEAT,2710,2950,4352,1675,1675,2024-11-27,1,Qui
28208659,MADHYA PRADESH,BIAORA,WHEAT,2600,2800,2930,1668,1668,2024-11-27,1,Qui
28208793,MADHYA PRADESH,INDORE,CHANA BENGAL GRAM-DOLLAR,8495,12500,13430,1667,1667,2024-11-27,1,Qui
28208664,MADHYA PRADESH,BIAORA,SOYA-YELLOW,3725,3975,4450,1651,1651,2024-11-27,1,Qui
28211706,RAJASTHAN,BARAN,SOYABEANS,3700,4125,4333,971,1646,2024-11-27,1,Qui
28208693,MADHYA PRADESH,BURHANPUR,SOYA-YELLOW,3415,4255,4521,0,1642,2024-11-27,1,Qui
28203269,CHANDIGARH,CHANDIGARH SECTOR-26,APPLE,6000,7000,15000,533,1627,2024-11-27,1,Qui
28213777,RAJASTHAN,KHAJUWALA,MOONG WHOLE (GREEN GRAM),5800,7181,7451,902,1620,2024-11-27,1,Qui
28216653,TELANGANA,JAGTIAL,PADDY 1010,2055,2211,2225,770,1616,2024-11-27,1,Qui
28205969,HARYANA,NARWANA,PADDY-BASMATI1121,2400,3780,4250,5620,1615,2024-11-27,1,Qui
28214320,RAJASTHAN,NIMBAHERA,GROUND NUT,3000,4000,5101,383,1615,2024-11-27,1,Qui
28212006,RAJASTHAN,BHILWARA,MAIZE,2150,2350,2984,1605,1605,2024-11-27,1,Qui
28212365,RAJASTHAN,CHABRA,MAIZE,2151,2225,2377,1627,1602,2024-11-27,1,Qui
28216401,TAMIL NADU,VELLANKOIL,COCONUT WITH HUSK,8,8,8,1500,1600,2024-11-27,1,Nos
28216988,TELANGANA,TIRUMALGIRI,PADDY-IR.64,1411,2269,2424,1425,1595,2024-11-27,1,Qui
28203215,ANDHRA PRADESH,RAVULAPALEM APMC,BANANA KARPURA,1700,1900,1900,1577,1577,2024-11-27,1,Qui
28214630,RAJASTHAN,RAISINGHNAGAR,AMERICAN-COTTON,6901,7379,7401,739,1537,2024-11-27,1,Qui
28204888,HARYANA,GANAUR,PADDY-BASMATI1509,2601,3181,4151,345,1535,2024-11-27,1,Qui
28208367,JAMMU AND KASHMIR,HANDWARA,APPLE,5700,5800,5900,1512,1512,2024-11-27,1,Qui
28212681,RAJASTHAN,DEI,SOYABEANS,4100,4265,4331,610,1508,2024-11-27,1,Qui
28209331,MAHARASHTRA,DONDAICHA,MAIZE YELLOW,2001,2151,2187,1645,1491,2024-11-27,1,Qui
28205760,HARYANA,MADLAUDA,PADDY-BASMATI1121,2700,4255,4351,11785,1467,2024-11-27,1,Qui
28211238,PUNJAB,SANGRUR,PADDY-BASMATI1509,2325,2600,3365,1008,1464,2024-11-27,1,Qui
28211694,RAJASTHAN,BARAN,MAIZE,2100,2241,2499,1460,1460,2024-11-27,1,Qui
28213027,RAJASTHAN,HANUMANGARH TOWN,COTTON,6500,7200,8150,550,1460,2024-11-27,1,Qui
28214053,RAJASTHAN,M. KISHANGARH,MOONG WHOLE (GREEN GRAM),1000,6401,6951,1355,1439,2024-11-27,1,Qui
28213799,RAJASTHAN,KHANPUR,SOYABEANS,3000,4225,4480,2012,1435,2024-11-27,1,Qui
28216145,TAMIL NADU,POLUR,PADDY RNR (TN),1359,1812,2492,1398,1427,2024-11-27,1,Qui
28216739,TELANGANA,MAHBUBNAGAR,PADDY-R.N.R,2170,2761,3670,1476,1418,2024-11-27,1,Qui
28214330,RAJASTHAN,NIMBAHERA,SOYABEANS,4001,4350,4351,820,1400,2024-11-27,1,Qui
28214409,RAJASTHAN,NOHAR,GUAR SEEDS,4610,4940,4974,1386,1386,2024-11-27,1,Qui
28209053,MADHYA PRADESH,SHAJAPUR,SOYABEANS,3000,4165,4590,1332,1332,2024-11-27,1,Qui
28209618,MAHARASHTRA,TUMSAR,PADDY,2400,2531,2650,2157,1330,2024-11-27,1,Qui
28217627,UTTAR PRADESH,HAPUR,JAGGERY,3000,3000,3100,1320,1320,2024-11-27,1,Qui
28216790,TELANGANA,NAWABPET,PADDY-R.N.R,2062,2849,2849,6128,1315,2024-11-27,1,Qui
28216752,TELANGANA,NAGARKURNOOL,MAIZE,2266,2376,2377,289,1284,2024-11-27,1,Qui
28209060,MADHYA PRADESH,SHEOPURKALAN,PADDY 91,2760,3375,3475,776,1280,2024-11-27,1,Qui
28204359,HARYANA,CH DADRI,AMERICAN-COTTON,6000,7190,7413,882,1266,2024-11-27,1,Qui
28205144,HARYANA,GURGAON,POTATO,1855,2000,2001,633,1244,2024-11-27,1,Qui
28217988,UTTAR PRADESH,MAHMUDABAD,PADDY,2225,2250,2320,1240,1240,2024-11-27,1,Qui
28203477,CHHATTISGARH,RAJNANDGAON,PADDY-MAHAMAYA,2100,2851,2876,1135,1236,2024-11-27,1,Qui
28214722,RAJASTHAN,RAMGANJ MANDI,SOYABEANS,4195,4333,4412,1343,1232,2024-11-27,1,Qui
28215775,TAMIL NADU,AVALURPET,PADDY(75 KG),1595,1728,2426,1236,1232,2024-11-27,1,Qui
28204652,HARYANA,DHAND,PADDY-BASMATI ,3800,5650,5725,1065,1231,2024-11-27,1,Qui
28208647,MADHYA PRADESH,BERASIA,SOYABEANS,2850,4140,4870,1445,1221,2024-11-27,1,Qui
28204674,HARYANA,ELLANABAD,PADDY-BASMATI1509,2800,2950,3431,131,1220,2024-11-27,1,Qui
28205377,HARYANA,ISMAILABAD,PADDY-BASMATI1121,3161,4200,4231,1249,1201,2024-11-27,1,Qui
28205452,HARYANA,JIND,PADDY-DUPLICATE BASMATI,3130,3950,4100,1451,1200,2024-11-27,1,Qui
28208766,MADHYA PRADESH,GUNA,MAIZE,2120,2140,2345,1094,1196,2024-11-27,1,Qui
28209038,MADHYA PRADESH,SEHORE,SOYABEANS,2980,4106,4317,4279,1195,2024-11-27,1,Qui
28215084,RAJASTHAN,SRI GANGANAGAR GRAIN,BAJRA,2251,2445,2557,170,1193,2024-11-27,1,Qui
28216886,TELANGANA,SURYAPETA,PADDY HMT,1399,2469,2613,1353,1189,2024-11-27,1,Qui
28217003,TELANGANA,VIKARABAD,MAIZE,2299,2458,2511,0,1185,2024-11-27,1,Qui
28209361,MAHARASHTRA,JALNA,MAIZE,1550,1550,2225,1838,1181,2024-11-27,1,Qui
28202923,ANDHRA PRADESH,GUNTUR,CHILLI-334,4200,8500,17000,2661,1177,2024-11-27,1,Qui
28215091,RAJASTHAN,SRI GANGANAGAR GRAIN,AMERICAN-COTTON,4505,7275,7877,1692,1169,2024-11-27,1,Qui
28203404,CHHATTISGARH,NAVAPARA,PADDY-MAHAMAYA,2084,2490,2838,1226,1165,2024-11-27,1,Qui
28213745,RAJASTHAN,KHAIRTHAL,MUSTARD,5793,6500,7650,253,1158,2024-11-27,1,Qui
28216680,TELANGANA,JANGAON,PADDY IR64 NEW,1852,2357,2369,1034,1156,2024-11-27,1,Qui
28208839,MADHYA PRADESH,KHANDWA,WHEAT,2780,2870,2975,695,1150,2024-11-27,1,Qui
28209569,MAHARASHTRA,RAHURI,ONION RED,2600,3500,6200,7998,1146,2024-11-27,1,Qui
28202904,ANDHRA PRADESH,GUNTUR,CHILLI TEJA A/C,7000,11500,17500,4866,1145,2024-11-27,1,Qui
28215440,RAJASTHAN,SURATGARH,COTTON,6725,7350,7550,1152,1144,2024-11-27,1,Qui
28205838,HARYANA,MOHNA,PADDY-BASMATI1509,2201,2551,4221,0,1140,2024-11-27,1,Qui
28208877,MADHYA PRADESH,KHIRKIYA,SOYA-YELLOW,3322,4075,7091,1159,1135,2024-11-27,1,Qui
28209129,MADHYA PRADESH,VIDISHA,SOYA-YELLOW,3400,4100,4327,1135,1135,2024-11-27,1,Qui
28214265,RAJASTHAN,NAGOUR,GUAR SEEDS,4073,4900,5050,1150,1134,2024-11-27,1,Qui
28209539,MAHARASHTRA,NER PARASOPANT,SOYABEANS,1500,4295,4305,406,1132,2024-11-27,1,Qui
28207284,HARYANA,SIWANI,AMERICAN-COTTON,6950,7180,7580,1021,1129,2024-11-27,1,Qui
28214192,RAJASTHAN,MERTA CITY,CUMMIN,18692,22360,25625,1145,1128,2024-11-27,1,Qui
28206529,HARYANA,RANIA,PADDY-BASMATI1509,2600,2925,3221,1275,1105,2024-11-27,1,Qui
28215419,RAJASTHAN,SUMERPUR,MOONG WHOLE (GREEN GRAM),5600,6800,7211,1708,1099,2024-11-27,1,Qui
28214860,RAJASTHAN,SADULSHAHAR,COTTON,7100,7311,7750,746,1089,2024-11-27,1,Qui
28212663,RAJASTHAN,DEGANA,BAJRA,2300,2400,2450,287,1086,2024-11-27,1,Qui
28210639,ODISHA,KESINGA,ONION RED,4000,4000,4000,1075,1075,2024-11-27,1,Qui
28209320,MAHARASHTRA,DHAMANGAON RAILWAY,SOYABEANS,1235,3875,4335,2578,1067,2024-11-27,1,Qui
28215669,RAJASTHAN,UDAIPUR F AND V,ONION,1500,2500,4050,356,1056,2024-11-27,1,Qui
28215821,TAMIL NADU,CHEYYAR,PADDY(75 KG),1318,1886,2310,1027,1055,2024-11-27,1,Qui
28206918,HARYANA,SAFIDON,PADDY-BASMATI1509,2825,2950,3255,145,1045,2024-11-27,1,Qui
28218312,UTTAR PRADESH,RAMPUR BILASPUR,PADDY,2300,2300,2400,1043,1043,2024-11-27,1,Qui
28204068,HARYANA,BAPOLI,PADDY-BASMATI1121,3525,3900,4321,265,1033,2024-11-27,1,Qui
28217652,UTTAR PRADESH,HARDOI,PADDY,1950,2250,2250,1020,1020,2024-11-27,1,Qui
28203458,CHHATTISGARH,RAJIM,SWARNA PADDY,1200,2350,2364,1042,1004,2024-11-27,1,Qui
28211578,RAJASTHAN,ANOOPGARH,PADDY,2211,3570,3570,1004,1004,2024-11-27,1,Qui
28206068,HARYANA,PAI APMC,PADDY-BASMATI1121,2870,3981,5650,480,997,2024-11-27,1,Qui
